Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,PROKKA_Fusobacterium_necrophorum_BL.fna,PROKKA_Fusobacterium_necrophorum_D12.fna,PROKKA_Fusobacterium_necrophorum_DJ-1.fna,PROKKA_Fusobacterium_necrophorum_DJ-2.fna,PROKKA_Fusobacterium_necrophorum_isolate_MGYG-HGUT-02362.fna,PROKKA_Fusobacterium_necrophorum_strain_ATCC_25286.fna,PROKKA_Fusobacterium_necrophorum_strain_FDAARGOS_565.fna,PROKKA_Fusobacterium_necrophorum_strain_KG34.fna,PROKKA_Fusobacterium_necrophorum_strain_KG35.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_ATCC_51357.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_B35_FNF_B35.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_Fnf_1007.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_1_1.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_CCUG_42162.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1248.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1250.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1260.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1267.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1285.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1291.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1309.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1314_102.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1330.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1351_200.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1353.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1365.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1195_338.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1197.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1260.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1264.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1266.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1272_324.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1291.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_P1_CP.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_P1_LM.fna,PROKKA_Fusobacterium_necrophorum_subsp._necrophorum_strain_ATCC_25286.fna,PROKKA_usobacterium_necrophorum_BFTR-1.fna,PROKKA_usobacterium_necrophorum_BFTR-2.fna,PROKKA_usobacterium_necrophorum_DAB.fna,PROKKA_usobacterium_necrophorum_HUN048_T527.fna,PROKKA_usobacterium_necrophorum_subsp._funduliforme_B35.fna,PROKKA_usobacterium_necrophorum_subsp._funduliforme_strain_LS_1280.fna
ccpA,,Catabolite control protein A,42,42,1,56,5692,,,,830,1007,1002,CNENEDLI_01023,DFALKBJJ_01062,EJBHNGMC_01061,DCFFOKJI_00162,PHBPEANE_01700,JINGLCIG_02050,ADPOPIFB_01708,NJBJJNNI_01335,DJMJFLHK_00671,AIHILEFE_01628,JGGOHAED_01683,GJMCKLCA_00195,GBODHHMP_01873,MNODNHPF_00483,EJGBHNGE_00619,BJIHFIIA_00735,CCJAMINL_01504,INNBEBHB_00681,BCLEFNON_00691,PIKLICFD_01303,KCBGGAIE_00675,DKDLJDCI_01959,HHABKOMD_00608,HFDAGFPP_00254,OIIKEPCC_02047,LJEDAGOM_00489,IPMILDJG_00949,BJPOBNPA_00476,MHOHJPEI_00604,IFBIBDFK_02211,NDJNICBH_00965,GDMGBJMC_01210,PCEJJBAK_00306,CENHJHOP_00364,OJDKFIFK_00438,HDNLMBCC_02162,LLAELIHG_00878,JNMNFCGE_01315,FDAPKMPL_01453,PPEHEOKD_00926,GBLJPCAA_01132,DMLJKPOB_00250
bglK,,Beta-glucoside kinase,42,42,1,56,5688,,,,545,902,893,CNENEDLI_01026,DFALKBJJ_01065,EJBHNGMC_01058,DCFFOKJI_00159,PHBPEANE_01697,JINGLCIG_02053,ADPOPIFB_01705,NJBJJNNI_01338,DJMJFLHK_00668,AIHILEFE_01625,JGGOHAED_01680,GJMCKLCA_00198,GBODHHMP_01870,MNODNHPF_00480,EJGBHNGE_00616,BJIHFIIA_00732,CCJAMINL_01501,INNBEBHB_00678,BCLEFNON_00688,PIKLICFD_01300,KCBGGAIE_00672,DKDLJDCI_01956,HHABKOMD_00605,HFDAGFPP_00257,OIIKEPCC_02044,LJEDAGOM_00486,IPMILDJG_00952,BJPOBNPA_00473,MHOHJPEI_00601,IFBIBDFK_02208,NDJNICBH_00962,GDMGBJMC_01207,PCEJJBAK_00303,CENHJHOP_00361,OJDKFIFK_00435,HDNLMBCC_02165,LLAELIHG_00875,JNMNFCGE_01312,FDAPKMPL_01456,PPEHEOKD_00929,GBLJPCAA_01128,DMLJKPOB_00253
group_1065,,hypothetical protein,42,42,1,56,5681,,,,512,713,708,CNENEDLI_01032,DFALKBJJ_01072,EJBHNGMC_01051,DCFFOKJI_00152,PHBPEANE_01691,JINGLCIG_02059,ADPOPIFB_01699,NJBJJNNI_01345,DJMJFLHK_00661,AIHILEFE_01619,JGGOHAED_01673,GJMCKLCA_00204,GBODHHMP_01863,MNODNHPF_00474,EJGBHNGE_00610,BJIHFIIA_00726,CCJAMINL_01495,INNBEBHB_00672,BCLEFNON_00682,PIKLICFD_01294,KCBGGAIE_00666,DKDLJDCI_01950,HHABKOMD_00599,HFDAGFPP_00263,OIIKEPCC_02038,LJEDAGOM_00480,IPMILDJG_00958,BJPOBNPA_00467,MHOHJPEI_00595,IFBIBDFK_02202,NDJNICBH_00956,GDMGBJMC_01201,PCEJJBAK_00297,CENHJHOP_00355,OJDKFIFK_00429,HDNLMBCC_02171,LLAELIHG_00868,JNMNFCGE_01306,FDAPKMPL_02229,PPEHEOKD_00935,GBLJPCAA_01120,DMLJKPOB_00259
recN,,DNA repair protein RecN,42,42,1,56,2674,,,,860,1667,1647,CNENEDLI_01047,DFALKBJJ_00909,EJBHNGMC_00727,DCFFOKJI_01231,PHBPEANE_01815,JINGLCIG_01675,ADPOPIFB_01280,NJBJJNNI_00469,DJMJFLHK_00998,AIHILEFE_00940,JGGOHAED_01913,GJMCKLCA_01618,GBODHHMP_00165,MNODNHPF_02017,EJGBHNGE_01143,BJIHFIIA_00901,CCJAMINL_02163,INNBEBHB_00872,BCLEFNON_00892,PIKLICFD_01922,KCBGGAIE_00825,DKDLJDCI_00282,HHABKOMD_00795,HFDAGFPP_00414,OIIKEPCC_00832,LJEDAGOM_01124,IPMILDJG_01146,BJPOBNPA_00623,MHOHJPEI_00857,IFBIBDFK_00980,NDJNICBH_01396,GDMGBJMC_00404,PCEJJBAK_00715,CENHJHOP_00479,OJDKFIFK_00505,HDNLMBCC_00177,LLAELIHG_00634,JNMNFCGE_01117,FDAPKMPL_00956,PPEHEOKD_00151,GBLJPCAA_00070,DMLJKPOB_00934
xerC_1,,Tyrosine recombinase XerC,42,42,1,56,2675,,,,629,713,711,CNENEDLI_01048,DFALKBJJ_00910,EJBHNGMC_00728,DCFFOKJI_01230,PHBPEANE_01816,JINGLCIG_01676,ADPOPIFB_01281,NJBJJNNI_00468,DJMJFLHK_00997,AIHILEFE_00939,JGGOHAED_01914,GJMCKLCA_01619,GBODHHMP_00164,MNODNHPF_02016,EJGBHNGE_01144,BJIHFIIA_00900,CCJAMINL_02162,INNBEBHB_00871,BCLEFNON_00891,PIKLICFD_01921,KCBGGAIE_00824,DKDLJDCI_00281,HHABKOMD_00794,HFDAGFPP_00413,OIIKEPCC_00831,LJEDAGOM_01123,IPMILDJG_01147,BJPOBNPA_00622,MHOHJPEI_00856,IFBIBDFK_00979,NDJNICBH_01395,GDMGBJMC_00405,PCEJJBAK_00714,CENHJHOP_00480,OJDKFIFK_00506,HDNLMBCC_00176,LLAELIHG_00633,JNMNFCGE_01118,FDAPKMPL_00957,PPEHEOKD_00150,GBLJPCAA_00069,DMLJKPOB_00935
lpxP,,Lipid A biosynthesis palmitoleoyltransferase,42,42,1,56,2680,,,,566,917,908,CNENEDLI_01053,DFALKBJJ_00915,EJBHNGMC_00733,DCFFOKJI_01225,PHBPEANE_01821,JINGLCIG_01681,ADPOPIFB_01286,NJBJJNNI_00463,DJMJFLHK_00992,AIHILEFE_00934,JGGOHAED_01830,GJMCKLCA_01624,GBODHHMP_00159,MNODNHPF_02011,EJGBHNGE_01149,BJIHFIIA_00895,CCJAMINL_02157,INNBEBHB_00866,BCLEFNON_00886,PIKLICFD_01916,KCBGGAIE_00819,DKDLJDCI_00276,HHABKOMD_00789,HFDAGFPP_00408,OIIKEPCC_00826,LJEDAGOM_01118,IPMILDJG_01152,BJPOBNPA_00617,MHOHJPEI_00851,IFBIBDFK_00974,NDJNICBH_01390,GDMGBJMC_00410,PCEJJBAK_00709,CENHJHOP_00485,OJDKFIFK_00511,HDNLMBCC_00171,LLAELIHG_00628,JNMNFCGE_01123,FDAPKMPL_00962,PPEHEOKD_00145,GBLJPCAA_00055,DMLJKPOB_00940
uvrC,,UvrABC system protein C,42,42,1,56,2700,,,,1724,1772,1760,CNENEDLI_01068,DFALKBJJ_00931,EJBHNGMC_00748,DCFFOKJI_01210,PHBPEANE_01836,JINGLCIG_01696,ADPOPIFB_01301,NJBJJNNI_00448,DJMJFLHK_00977,AIHILEFE_00919,JGGOHAED_01845,GJMCKLCA_01639,GBODHHMP_00144,MNODNHPF_01996,EJGBHNGE_01164,BJIHFIIA_00880,CCJAMINL_02142,INNBEBHB_00851,BCLEFNON_00871,PIKLICFD_01901,KCBGGAIE_00804,DKDLJDCI_00261,HHABKOMD_00774,HFDAGFPP_00393,OIIKEPCC_00811,LJEDAGOM_01103,IPMILDJG_01167,BJPOBNPA_00602,MHOHJPEI_00836,IFBIBDFK_00959,NDJNICBH_01457,GDMGBJMC_00425,PCEJJBAK_00694,CENHJHOP_00500,OJDKFIFK_00526,HDNLMBCC_00156,LLAELIHG_00613,JNMNFCGE_00945,FDAPKMPL_01667,PPEHEOKD_00130,GBLJPCAA_00037,DMLJKPOB_00955
sbcD,,Nuclease SbcCD subunit D,42,42,1,56,1077,,,,1166,1166,1166,CNENEDLI_01188,DFALKBJJ_01486,EJBHNGMC_01708,DCFFOKJI_00381,PHBPEANE_00337,JINGLCIG_00575,ADPOPIFB_01646,NJBJJNNI_00865,DJMJFLHK_01332,AIHILEFE_01482,JGGOHAED_00210,GJMCKLCA_01700,GBODHHMP_01300,MNODNHPF_00120,EJGBHNGE_00959,BJIHFIIA_01129,CCJAMINL_01169,INNBEBHB_01009,BCLEFNON_01030,PIKLICFD_00937,KCBGGAIE_01024,DKDLJDCI_00935,HHABKOMD_00959,HFDAGFPP_01037,OIIKEPCC_00323,LJEDAGOM_00129,IPMILDJG_01810,BJPOBNPA_00882,MHOHJPEI_00996,IFBIBDFK_00326,NDJNICBH_00090,GDMGBJMC_01873,PCEJJBAK_00120,CENHJHOP_01019,OJDKFIFK_00681,HDNLMBCC_02223,LLAELIHG_02116,JNMNFCGE_02183,FDAPKMPL_01851,PPEHEOKD_00302,GBLJPCAA_00682,DMLJKPOB_00072
group_1082,,hypothetical protein,42,42,1,56,1071,,,,374,620,614,CNENEDLI_01191,DFALKBJJ_01483,EJBHNGMC_01881,DCFFOKJI_00378,PHBPEANE_00334,JINGLCIG_00572,ADPOPIFB_01643,NJBJJNNI_01894,DJMJFLHK_01335,AIHILEFE_01479,JGGOHAED_00213,GJMCKLCA_01697,GBODHHMP_01297,MNODNHPF_00117,EJGBHNGE_00956,BJIHFIIA_01132,CCJAMINL_01166,INNBEBHB_01012,BCLEFNON_01033,PIKLICFD_00934,KCBGGAIE_01027,DKDLJDCI_00932,HHABKOMD_00962,HFDAGFPP_01034,OIIKEPCC_00326,LJEDAGOM_00132,IPMILDJG_01813,BJPOBNPA_00879,MHOHJPEI_00999,IFBIBDFK_00323,NDJNICBH_00093,GDMGBJMC_01876,PCEJJBAK_00117,CENHJHOP_01016,OJDKFIFK_00678,HDNLMBCC_02226,LLAELIHG_02119,JNMNFCGE_02186,FDAPKMPL_01848,PPEHEOKD_00299,GBLJPCAA_00679,DMLJKPOB_00069
map,,Methionine aminopeptidase 1,42,42,1,56,2602,,,,641,758,755,CNENEDLI_01341,DFALKBJJ_00831,EJBHNGMC_01350,DCFFOKJI_01633,PHBPEANE_01172,JINGLCIG_01358,ADPOPIFB_01189,NJBJJNNI_00292,DJMJFLHK_01726,AIHILEFE_00589,JGGOHAED_01238,GJMCKLCA_00854,GBODHHMP_00224,MNODNHPF_01463,EJGBHNGE_02091,BJIHFIIA_00477,CCJAMINL_02222,INNBEBHB_02187,BCLEFNON_02179,PIKLICFD_01983,KCBGGAIE_01929,DKDLJDCI_00051,HHABKOMD_01859,HFDAGFPP_01957,OIIKEPCC_00560,LJEDAGOM_01724,IPMILDJG_01332,BJPOBNPA_01547,MHOHJPEI_02190,IFBIBDFK_00698,NDJNICBH_00330,GDMGBJMC_00345,PCEJJBAK_00443,CENHJHOP_01856,OJDKFIFK_01854,HDNLMBCC_00268,LLAELIHG_02124,JNMNFCGE_02010,FDAPKMPL_02223,PPEHEOKD_01759,GBLJPCAA_00287,DMLJKPOB_00508
lptD,,LPS-assembly protein LptD,42,42,1,56,3905,,,,1775,2393,2357,CNENEDLI_01360,DFALKBJJ_01882,EJBHNGMC_00282,DCFFOKJI_00671,PHBPEANE_00201,JINGLCIG_00970,ADPOPIFB_00842,NJBJJNNI_01000,DJMJFLHK_00273,AIHILEFE_00443,JGGOHAED_00829,GJMCKLCA_01871,GBODHHMP_00474,MNODNHPF_00915,EJGBHNGE_01714,BJIHFIIA_01919,CCJAMINL_00143,INNBEBHB_01459,BCLEFNON_01634,PIKLICFD_00138,KCBGGAIE_01327,DKDLJDCI_01299,HHABKOMD_01295,HFDAGFPP_00825,OIIKEPCC_01376,LJEDAGOM_00457,IPMILDJG_00251,BJPOBNPA_00097,MHOHJPEI_01648,IFBIBDFK_01683,NDJNICBH_00418,GDMGBJMC_01465,PCEJJBAK_01520,CENHJHOP_00778,OJDKFIFK_01145,HDNLMBCC_00625,LLAELIHG_01643,JNMNFCGE_01922,FDAPKMPL_00527,PPEHEOKD_01262,GBLJPCAA_02174,DMLJKPOB_01314
group_1106,,hypothetical protein,42,42,1,56,3927,,,,638,647,646,CNENEDLI_01381,DFALKBJJ_01903,EJBHNGMC_00303,DCFFOKJI_00692,PHBPEANE_00180,JINGLCIG_00991,ADPOPIFB_00821,NJBJJNNI_01021,DJMJFLHK_00294,AIHILEFE_00464,JGGOHAED_00850,GJMCKLCA_01892,GBODHHMP_00495,MNODNHPF_00894,EJGBHNGE_01693,BJIHFIIA_01940,CCJAMINL_00164,INNBEBHB_01480,BCLEFNON_01655,PIKLICFD_00159,KCBGGAIE_01348,DKDLJDCI_01320,HHABKOMD_01316,HFDAGFPP_00804,OIIKEPCC_01397,LJEDAGOM_01951,IPMILDJG_00230,BJPOBNPA_00118,MHOHJPEI_01627,IFBIBDFK_01704,NDJNICBH_00397,GDMGBJMC_01486,PCEJJBAK_01541,CENHJHOP_00757,OJDKFIFK_01166,HDNLMBCC_00646,LLAELIHG_01622,JNMNFCGE_00590,FDAPKMPL_00506,PPEHEOKD_01283,GBLJPCAA_02151,DMLJKPOB_01335
pabC,,Aminodeoxychorismate lyase,42,42,1,56,3929,,,,716,716,716,CNENEDLI_01383,DFALKBJJ_01905,EJBHNGMC_00305,DCFFOKJI_00694,PHBPEANE_00178,JINGLCIG_00993,ADPOPIFB_00819,NJBJJNNI_01023,DJMJFLHK_00296,AIHILEFE_00466,JGGOHAED_00852,GJMCKLCA_01894,GBODHHMP_00497,MNODNHPF_00892,EJGBHNGE_01691,BJIHFIIA_01942,CCJAMINL_00166,INNBEBHB_01482,BCLEFNON_01657,PIKLICFD_00161,KCBGGAIE_01350,DKDLJDCI_01322,HHABKOMD_01318,HFDAGFPP_00802,OIIKEPCC_01399,LJEDAGOM_01949,IPMILDJG_00228,BJPOBNPA_00120,MHOHJPEI_01625,IFBIBDFK_01706,NDJNICBH_00395,GDMGBJMC_01488,PCEJJBAK_01543,CENHJHOP_00755,OJDKFIFK_01168,HDNLMBCC_00648,LLAELIHG_01620,JNMNFCGE_00592,FDAPKMPL_00504,PPEHEOKD_01285,GBLJPCAA_02148,DMLJKPOB_01337
znuA,,High-affinity zinc uptake system binding-protein ZnuA,42,42,1,56,3935,,,,1004,1019,1007,CNENEDLI_01389,DFALKBJJ_01912,EJBHNGMC_00311,DCFFOKJI_00700,PHBPEANE_00171,JINGLCIG_00999,ADPOPIFB_00813,NJBJJNNI_01029,DJMJFLHK_00302,AIHILEFE_00472,JGGOHAED_00858,GJMCKLCA_01901,GBODHHMP_00503,MNODNHPF_00886,EJGBHNGE_01685,BJIHFIIA_01949,CCJAMINL_00173,INNBEBHB_01489,BCLEFNON_01664,PIKLICFD_00167,KCBGGAIE_01357,DKDLJDCI_01328,HHABKOMD_01325,HFDAGFPP_00796,OIIKEPCC_01405,LJEDAGOM_01942,IPMILDJG_00221,BJPOBNPA_00126,MHOHJPEI_01618,IFBIBDFK_01712,NDJNICBH_00389,GDMGBJMC_01494,PCEJJBAK_01549,CENHJHOP_00748,OJDKFIFK_01175,HDNLMBCC_00654,LLAELIHG_01614,JNMNFCGE_00598,FDAPKMPL_00498,PPEHEOKD_01291,GBLJPCAA_02142,DMLJKPOB_01343
group_1112,,hypothetical protein,42,42,1,56,1176,,,,422,428,427,CNENEDLI_01407,DFALKBJJ_01324,EJBHNGMC_01510,DCFFOKJI_01563,PHBPEANE_00382,JINGLCIG_01213,ADPOPIFB_00228,NJBJJNNI_00775,DJMJFLHK_01291,AIHILEFE_01892,JGGOHAED_00170,GJMCKLCA_00664,GBODHHMP_01548,MNODNHPF_00158,EJGBHNGE_01054,BJIHFIIA_01084,CCJAMINL_01214,INNBEBHB_00964,BCLEFNON_00985,PIKLICFD_00976,KCBGGAIE_00979,DKDLJDCI_00973,HHABKOMD_00914,HFDAGFPP_01082,OIIKEPCC_00285,LJEDAGOM_00084,IPMILDJG_01765,BJPOBNPA_00927,MHOHJPEI_00951,IFBIBDFK_00364,NDJNICBH_00044,GDMGBJMC_01828,PCEJJBAK_00158,CENHJHOP_01064,OJDKFIFK_00726,HDNLMBCC_01238,LLAELIHG_02206,JNMNFCGE_01863,FDAPKMPL_01255,PPEHEOKD_00343,GBLJPCAA_00736,DMLJKPOB_00115
dnaX_1,,DNA polymerase III subunit tau,42,42,1,56,3809,,,,872,908,872,CNENEDLI_01422,DFALKBJJ_00659,EJBHNGMC_00675,DCFFOKJI_00325,PHBPEANE_00251,JINGLCIG_00128,ADPOPIFB_00996,NJBJJNNI_00952,DJMJFLHK_01976,AIHILEFE_00014,JGGOHAED_01717,GJMCKLCA_00037,GBODHHMP_00409,MNODNHPF_01631,EJGBHNGE_00758,BJIHFIIA_01235,CCJAMINL_00093,INNBEBHB_00755,BCLEFNON_01284,PIKLICFD_00090,KCBGGAIE_00746,DKDLJDCI_00147,HHABKOMD_00678,HFDAGFPP_00875,OIIKEPCC_00656,LJEDAGOM_00564,IPMILDJG_00072,BJPOBNPA_00047,MHOHJPEI_00677,IFBIBDFK_00796,NDJNICBH_00841,GDMGBJMC_00073,PCEJJBAK_00539,CENHJHOP_00828,OJDKFIFK_00888,HDNLMBCC_00472,LLAELIHG_00371,JNMNFCGE_00366,FDAPKMPL_00747,PPEHEOKD_01071,GBLJPCAA_02238,DMLJKPOB_00561
ispD,,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,42,42,1,56,3805,,,,698,698,698,CNENEDLI_01426,DFALKBJJ_00663,EJBHNGMC_00671,DCFFOKJI_00329,PHBPEANE_00255,JINGLCIG_00132,ADPOPIFB_01000,NJBJJNNI_00948,DJMJFLHK_01972,AIHILEFE_00018,JGGOHAED_01721,GJMCKLCA_00041,GBODHHMP_00405,MNODNHPF_01635,EJGBHNGE_00754,BJIHFIIA_01231,CCJAMINL_00089,INNBEBHB_00751,BCLEFNON_01280,PIKLICFD_00086,KCBGGAIE_00742,DKDLJDCI_00151,HHABKOMD_00674,HFDAGFPP_00879,OIIKEPCC_00660,LJEDAGOM_00560,IPMILDJG_00068,BJPOBNPA_00043,MHOHJPEI_00673,IFBIBDFK_00800,NDJNICBH_00837,GDMGBJMC_00069,PCEJJBAK_00543,CENHJHOP_00832,OJDKFIFK_00892,HDNLMBCC_00468,LLAELIHG_00367,JNMNFCGE_00370,FDAPKMPL_00751,PPEHEOKD_01067,GBLJPCAA_02242,DMLJKPOB_00565
group_1115,,hypothetical protein,42,42,1,56,3780,,,,839,1082,1076,CNENEDLI_01444,DFALKBJJ_00681,EJBHNGMC_00653,DCFFOKJI_00347,PHBPEANE_01873,JINGLCIG_00150,ADPOPIFB_01018,NJBJJNNI_00930,DJMJFLHK_01954,AIHILEFE_00036,JGGOHAED_01739,GJMCKLCA_00059,GBODHHMP_00387,MNODNHPF_01653,EJGBHNGE_00736,BJIHFIIA_00933,CCJAMINL_00071,INNBEBHB_00733,BCLEFNON_01184,PIKLICFD_00067,KCBGGAIE_00724,DKDLJDCI_00169,HHABKOMD_00656,HFDAGFPP_00897,OIIKEPCC_00678,LJEDAGOM_00542,IPMILDJG_00050,BJPOBNPA_00025,MHOHJPEI_00655,IFBIBDFK_00818,NDJNICBH_00819,GDMGBJMC_00051,PCEJJBAK_00562,CENHJHOP_00537,OJDKFIFK_00563,HDNLMBCC_00450,LLAELIHG_01946,JNMNFCGE_00388,FDAPKMPL_00769,PPEHEOKD_01049,GBLJPCAA_02263,DMLJKPOB_00583
sigH,,RNA polymerase sigma-H factor,42,42,1,56,3778,,,,314,593,586,CNENEDLI_01446,DFALKBJJ_00683,EJBHNGMC_00651,DCFFOKJI_00349,PHBPEANE_01871,JINGLCIG_00152,ADPOPIFB_01020,NJBJJNNI_00928,DJMJFLHK_01952,AIHILEFE_00038,JGGOHAED_01741,GJMCKLCA_00061,GBODHHMP_00385,MNODNHPF_01655,EJGBHNGE_00734,BJIHFIIA_00931,CCJAMINL_00069,INNBEBHB_00731,BCLEFNON_01182,PIKLICFD_00065,KCBGGAIE_00722,DKDLJDCI_00171,HHABKOMD_00654,HFDAGFPP_00899,OIIKEPCC_00680,LJEDAGOM_00540,IPMILDJG_00048,BJPOBNPA_00023,MHOHJPEI_00653,IFBIBDFK_00820,NDJNICBH_00817,GDMGBJMC_00049,PCEJJBAK_00564,CENHJHOP_00535,OJDKFIFK_00561,HDNLMBCC_00448,LLAELIHG_01944,JNMNFCGE_00390,FDAPKMPL_00771,PPEHEOKD_01047,GBLJPCAA_02267,DMLJKPOB_00585
rfaQ_2,,Lipopolysaccharide core heptosyltransferase RfaQ,42,42,1,56,3763,,,,1013,1013,1013,CNENEDLI_01455,DFALKBJJ_00692,EJBHNGMC_00442,DCFFOKJI_00358,PHBPEANE_01862,JINGLCIG_00161,ADPOPIFB_01029,NJBJJNNI_00919,DJMJFLHK_01943,AIHILEFE_00047,JGGOHAED_01750,GJMCKLCA_00070,GBODHHMP_00376,MNODNHPF_01664,EJGBHNGE_00725,BJIHFIIA_00922,CCJAMINL_00060,INNBEBHB_00722,BCLEFNON_01173,PIKLICFD_00056,KCBGGAIE_00713,DKDLJDCI_00180,HHABKOMD_00645,HFDAGFPP_00908,OIIKEPCC_00689,LJEDAGOM_00531,IPMILDJG_00039,BJPOBNPA_00014,MHOHJPEI_00644,IFBIBDFK_00829,NDJNICBH_00808,GDMGBJMC_00040,PCEJJBAK_00573,CENHJHOP_00526,OJDKFIFK_00552,HDNLMBCC_00439,LLAELIHG_01935,JNMNFCGE_00399,FDAPKMPL_00780,PPEHEOKD_01038,GBLJPCAA_02278,DMLJKPOB_00594
pgaB,,"Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase",42,42,1,56,3759,,,,1079,1079,1079,CNENEDLI_01458,DFALKBJJ_00695,EJBHNGMC_00445,DCFFOKJI_00361,PHBPEANE_01859,JINGLCIG_00164,ADPOPIFB_01032,NJBJJNNI_00916,DJMJFLHK_01940,AIHILEFE_00050,JGGOHAED_01753,GJMCKLCA_00073,GBODHHMP_00373,MNODNHPF_01667,EJGBHNGE_00722,BJIHFIIA_00919,CCJAMINL_00057,INNBEBHB_00719,BCLEFNON_01170,PIKLICFD_00053,KCBGGAIE_00710,DKDLJDCI_00183,HHABKOMD_00642,HFDAGFPP_00911,OIIKEPCC_00692,LJEDAGOM_00528,IPMILDJG_00036,BJPOBNPA_00011,MHOHJPEI_00641,IFBIBDFK_00832,NDJNICBH_00805,GDMGBJMC_00037,PCEJJBAK_00576,CENHJHOP_00523,OJDKFIFK_00549,HDNLMBCC_00436,LLAELIHG_01932,JNMNFCGE_00402,FDAPKMPL_00783,PPEHEOKD_01035,GBLJPCAA_02282,DMLJKPOB_00597
group_1130,,hypothetical protein,42,42,1,56,4428,,,,401,401,401,CNENEDLI_01485,DFALKBJJ_00114,EJBHNGMC_01019,DCFFOKJI_00838,PHBPEANE_00528,JINGLCIG_01192,ADPOPIFB_00464,NJBJJNNI_01451,DJMJFLHK_00190,AIHILEFE_01300,JGGOHAED_00401,GJMCKLCA_01027,GBODHHMP_00793,MNODNHPF_01041,EJGBHNGE_00106,BJIHFIIA_00217,CCJAMINL_00479,INNBEBHB_00060,BCLEFNON_00109,PIKLICFD_00392,KCBGGAIE_00202,DKDLJDCI_00485,HHABKOMD_00109,HFDAGFPP_00562,OIIKEPCC_01016,LJEDAGOM_00863,IPMILDJG_00427,BJPOBNPA_00357,MHOHJPEI_00109,IFBIBDFK_01198,NDJNICBH_00500,GDMGBJMC_00678,PCEJJBAK_01409,CENHJHOP_01212,OJDKFIFK_00994,HDNLMBCC_01002,LLAELIHG_00393,JNMNFCGE_00311,FDAPKMPL_00802,PPEHEOKD_01215,GBLJPCAA_01864,DMLJKPOB_00861
group_1132,,hypothetical protein,42,42,1,56,4437,,,,344,446,443,CNENEDLI_01493,DFALKBJJ_00122,EJBHNGMC_01027,DCFFOKJI_00845,PHBPEANE_00536,JINGLCIG_01184,ADPOPIFB_00456,NJBJJNNI_01443,DJMJFLHK_00198,AIHILEFE_01292,JGGOHAED_00393,GJMCKLCA_01019,GBODHHMP_00785,MNODNHPF_01033,EJGBHNGE_00098,BJIHFIIA_00209,CCJAMINL_00487,INNBEBHB_00052,BCLEFNON_00101,PIKLICFD_00400,KCBGGAIE_00210,DKDLJDCI_00493,HHABKOMD_00101,HFDAGFPP_00554,OIIKEPCC_01024,LJEDAGOM_00855,IPMILDJG_00435,BJPOBNPA_00365,MHOHJPEI_00101,IFBIBDFK_01206,NDJNICBH_00508,GDMGBJMC_00670,PCEJJBAK_01417,CENHJHOP_01220,OJDKFIFK_01002,HDNLMBCC_01010,LLAELIHG_00385,JNMNFCGE_01096,FDAPKMPL_00810,PPEHEOKD_01390,GBLJPCAA_01856,DMLJKPOB_00853
